source_region,destination_region,season,year,TranLimit
10,9,3.0,2034,2.0
10,9,3.0,2035,2.0
10,9,3.0,2036,2.0
10,9,3.0,2037,2.0
10,9,3.0,2038,2.0
10,9,3.0,2039,2.0
10,9,3.0,2040,2.0
10,9,3.0,2041,2.0
10,9,3.0,2042,2.0
10,9,3.0,2043,2.0
10,9,3.0,2044,2.0
10,9,3.0,2045,2.0
10,9,3.0,2046,2.0
10,9,3.0,2047,2.0
10,9,3.0,2048,2.0
10,9,3.0,2049,2.0
10,9,3.0,2050,2.0
10,11,1.0,2023,6.133
10,11,1.0,2024,6.133
10,11,1.0,2025,6.133
10,11,1.0,2026,6.133
10,11,1.0,2027,6.133
10,11,1.0,2028,6.133
10,11,1.0,2029,6.133
10,11,1.0,2030,6.133
10,11,1.0,2031,6.133
10,11,1.0,2032,6.133
10,11,1.0,2033,6.133
10,11,1.0,2034,6.133
10,11,1.0,2035,6.133
10,11,1.0,2036,6.133
10,11,1.0,2037,6.133
10,11,1.0,2038,6.133
10,11,1.0,2039,6.133
10,11,1.0,2040,6.133
10,11,1.0,2041,6.133
10,11,1.0,2042,6.133
10,11,1.0,2043,6.133
10,11,1.0,2044,6.133
10,11,1.0,2045,6.133
10,11,1.0,2046,6.133
10,11,1.0,2047,6.133
10,11,1.0,2048,6.133
10,11,1.0,2049,6.133
10,11,1.0,2050,6.133
10,11,2.0,2023,6.133
10,11,2.0,2024,6.133
10,11,2.0,2025,6.133
10,11,2.0,2026,6.133
10,11,2.0,2027,6.133
10,11,2.0,2028,6.133
10,11,2.0,2029,6.133
10,11,2.0,2030,6.133
10,11,2.0,2031,6.133
10,11,2.0,2032,6.133
10,11,2.0,2033,6.133
10,11,2.0,2034,6.133
10,11,2.0,2035,6.133
10,11,2.0,2036,6.133
10,11,2.0,2037,6.133
10,11,2.0,2038,6.133
10,11,2.0,2039,6.133
10,11,2.0,2040,6.133
10,11,2.0,2041,6.133
10,11,2.0,2042,6.133
10,11,2.0,2043,6.133
10,11,2.0,2044,6.133
10,11,2.0,2045,6.133
10,11,2.0,2046,6.133
10,11,2.0,2047,6.133
10,11,2.0,2048,6.133
10,11,2.0,2049,6.133
10,11,2.0,2050,6.133
10,11,3.0,2023,6.133
10,11,3.0,2024,6.133
10,11,3.0,2025,6.133
10,11,3.0,2026,6.133
10,11,3.0,2027,6.133
10,11,3.0,2028,6.133
10,11,3.0,2029,6.133
10,11,3.0,2030,6.133
10,11,3.0,2031,6.133
10,11,3.0,2032,6.133
10,11,3.0,2033,6.133
10,11,3.0,2034,6.133
10,11,3.0,2035,6.133
10,11,3.0,2036,6.133
10,11,3.0,2037,6.133
10,11,3.0,2038,6.133
10,11,3.0,2039,6.133
10,11,3.0,2040,6.133
10,11,3.0,2041,6.133
10,11,3.0,2042,6.133
10,11,3.0,2043,6.133
10,11,3.0,2044,6.133
10,11,3.0,2045,6.133
10,11,3.0,2046,6.133
10,11,3.0,2047,6.133
10,11,3.0,2048,6.133
10,11,3.0,2049,6.133
10,11,3.0,2050,6.133
10,13,1.0,2023,3.9
10,13,1.0,2024,3.9
10,13,1.0,2025,3.9
10,13,1.0,2026,3.9
10,13,1.0,2027,3.9
10,13,1.0,2028,3.9
10,13,1.0,2029,3.9
10,13,1.0,2030,3.9
10,13,1.0,2031,3.9
10,13,1.0,2032,3.9
10,13,1.0,2033,3.9
10,13,1.0,2034,3.9
10,13,1.0,2035,3.9
10,13,1.0,2036,3.9
10,13,1.0,2037,3.9
10,13,1.0,2038,3.9
10,13,1.0,2039,3.9
10,13,1.0,2040,3.9
10,13,1.0,2041,3.9
10,13,1.0,2042,3.9
10,13,1.0,2043,3.9
10,13,1.0,2044,3.9
10,13,1.0,2045,3.9
10,13,1.0,2046,3.9
10,13,1.0,2047,3.9
10,13,1.0,2048,3.9
10,13,1.0,2049,3.9
10,13,1.0,2050,3.9
10,13,2.0,2023,3.9
10,13,2.0,2024,3.9
10,13,2.0,2025,3.9
10,13,2.0,2026,3.9
10,13,2.0,2027,3.9
10,13,2.0,2028,3.9
10,13,2.0,2029,3.9
10,13,2.0,2030,3.9
10,13,2.0,2031,3.9
10,13,2.0,2032,3.9
10,13,2.0,2033,3.9
10,13,2.0,2034,3.9
10,13,2.0,2035,3.9
10,13,2.0,2036,3.9
10,13,2.0,2037,3.9
10,13,2.0,2038,3.9
10,13,2.0,2039,3.9
10,13,2.0,2040,3.9
10,13,2.0,2041,3.9
10,13,2.0,2042,3.9
10,13,2.0,2043,3.9
10,13,2.0,2044,3.9
10,13,2.0,2045,3.9
10,13,2.0,2046,3.9
10,13,2.0,2047,3.9
10,13,2.0,2048,3.9
10,13,2.0,2049,3.9
10,13,2.0,2050,3.9
10,13,3.0,2023,3.9
10,13,3.0,2024,3.9
10,13,3.0,2025,3.9
10,13,3.0,2026,3.9
10,13,3.0,2027,3.9
10,13,3.0,2028,3.9
10,13,3.0,2029,3.9
10,13,3.0,2030,3.9
10,13,3.0,2031,3.9
10,13,3.0,2032,3.9
10,13,3.0,2033,3.9
10,13,3.0,2034,3.9
10,13,3.0,2035,3.9
10,13,3.0,2036,3.9
10,13,3.0,2037,3.9
10,13,3.0,2038,3.9
10,13,3.0,2039,3.9
10,13,3.0,2040,3.9
10,13,3.0,2041,3.9
10,13,3.0,2042,3.9
10,13,3.0,2043,3.9
10,13,3.0,2044,3.9
10,13,3.0,2045,3.9
10,13,3.0,2046,3.9
10,13,3.0,2047,3.9
10,13,3.0,2048,3.9
10,13,3.0,2049,3.9
10,13,3.0,2050,3.9
11,4,1.0,2023,10.262
11,4,1.0,2024,10.262
11,4,1.0,2025,10.262
11,4,1.0,2026,10.262
11,4,1.0,2027,10.262
11,4,1.0,2028,10.262
11,4,1.0,2029,10.262
11,4,1.0,2030,10.262
11,4,1.0,2031,10.262
11,4,1.0,2032,10.262
11,4,1.0,2033,10.262
11,4,1.0,2034,10.262
11,4,1.0,2035,10.262
11,4,1.0,2036,10.262
11,4,1.0,2037,10.262
11,4,1.0,2038,10.262
11,4,1.0,2039,10.262
11,4,1.0,2040,10.262
11,4,1.0,2041,10.262
11,4,1.0,2042,10.262
11,4,1.0,2043,10.262
11,4,1.0,2044,10.262
11,4,1.0,2045,10.262
11,4,1.0,2046,10.262
11,4,1.0,2047,10.262
11,4,1.0,2048,10.262
11,4,1.0,2049,10.262
11,4,1.0,2050,10.262
11,4,2.0,2023,10.262
11,4,2.0,2024,10.262
11,4,2.0,2025,10.262
11,4,2.0,2026,10.262
11,4,2.0,2027,10.262
11,4,2.0,2028,10.262
11,4,2.0,2029,10.262
11,4,2.0,2030,10.262
11,4,2.0,2031,10.262
11,4,2.0,2032,10.262
11,4,2.0,2033,10.262
11,4,2.0,2034,10.262
11,4,2.0,2035,10.262
11,4,2.0,2036,10.262
11,4,2.0,2037,10.262
11,4,2.0,2038,10.262
11,4,2.0,2039,10.262
11,4,2.0,2040,10.262
11,4,2.0,2041,10.262
11,4,2.0,2042,10.262
11,4,2.0,2043,10.262
11,4,2.0,2044,10.262
11,4,2.0,2045,10.262
11,4,2.0,2046,10.262
11,4,2.0,2047,10.262
11,4,2.0,2048,10.262
11,4,2.0,2049,10.262
11,4,2.0,2050,10.262
11,4,3.0,2023,10.262
11,4,3.0,2024,10.262
11,4,3.0,2025,10.262
11,4,3.0,2026,10.262
11,4,3.0,2027,10.262
11,4,3.0,2028,10.262
11,4,3.0,2029,10.262
11,4,3.0,2030,10.262
11,4,3.0,2031,10.262
11,4,3.0,2032,10.262
11,4,3.0,2033,10.262
11,4,3.0,2034,10.262
11,4,3.0,2035,10.262
11,4,3.0,2036,10.262
11,4,3.0,2037,10.262
11,4,3.0,2038,10.262
11,4,3.0,2039,10.262
11,4,3.0,2040,10.262
11,4,3.0,2041,10.262
11,4,3.0,2042,10.262
11,4,3.0,2043,10.262
11,4,3.0,2044,10.262
11,4,3.0,2045,10.262
11,4,3.0,2046,10.262
11,4,3.0,2047,10.262
11,4,3.0,2048,10.262
11,4,3.0,2049,10.262
11,4,3.0,2050,10.262
11,5,1.0,2023,1.526
11,5,1.0,2024,1.526
11,5,1.0,2025,1.526
11,5,1.0,2026,1.526
11,5,1.0,2027,1.526
11,5,1.0,2028,1.526
11,5,1.0,2029,1.526
11,5,1.0,2030,1.526
11,5,1.0,2031,1.526
11,5,1.0,2032,1.526
11,5,1.0,2033,1.526
11,5,1.0,2034,1.526
11,5,1.0,2035,1.526
11,5,1.0,2036,1.526
11,5,1.0,2037,1.526
11,5,1.0,2038,1.526
11,5,1.0,2039,1.526
11,5,1.0,2040,1.526
11,5,1.0,2041,1.526
11,5,1.0,2042,1.526
11,5,1.0,2043,1.526
11,5,1.0,2044,1.526
11,5,1.0,2045,1.526
11,5,1.0,2046,1.526
11,5,1.0,2047,1.526
11,5,1.0,2048,1.526
11,5,1.0,2049,1.526
11,5,1.0,2050,1.526
11,5,2.0,2023,1.526
11,5,2.0,2024,1.526
11,5,2.0,2025,1.526
11,5,2.0,2026,1.526
11,5,2.0,2027,1.526
11,5,2.0,2028,1.526
11,5,2.0,2029,1.526
11,5,2.0,2030,1.526
11,5,2.0,2031,1.526
11,5,2.0,2032,1.526
11,5,2.0,2033,1.526
11,5,2.0,2034,1.526
11,5,2.0,2035,1.526
11,5,2.0,2036,1.526
11,5,2.0,2037,1.526
11,5,2.0,2038,1.526
11,5,2.0,2039,1.526
11,5,2.0,2040,1.526
11,5,2.0,2041,1.526
11,5,2.0,2042,1.526
11,5,2.0,2043,1.526
11,5,2.0,2044,1.526
11,5,2.0,2045,1.526
11,5,2.0,2046,1.526
11,5,2.0,2047,1.526
11,5,2.0,2048,1.526
11,5,2.0,2049,1.526
11,5,2.0,2050,1.526
11,5,3.0,2023,1.526
11,5,3.0,2024,1.526
11,5,3.0,2025,1.526
11,5,3.0,2026,1.526
11,5,3.0,2027,1.526
11,5,3.0,2028,1.526
11,5,3.0,2029,1.526
11,5,3.0,2030,1.526
11,5,3.0,2031,1.526
11,5,3.0,2032,1.526
11,5,3.0,2033,1.526
11,5,3.0,2034,1.526
11,5,3.0,2035,1.526
11,5,3.0,2036,1.526
11,5,3.0,2037,1.526
11,5,3.0,2038,1.526
11,5,3.0,2039,1.526
11,5,3.0,2040,1.526
11,5,3.0,2041,1.526
11,5,3.0,2042,1.526
11,5,3.0,2043,1.526
11,5,3.0,2044,1.526
11,5,3.0,2045,1.526
11,5,3.0,2046,1.526
11,5,3.0,2047,1.526
11,5,3.0,2048,1.526
11,5,3.0,2049,1.526
11,5,3.0,2050,1.526
11,10,1.0,2023,5.983
11,10,1.0,2024,5.983
11,10,1.0,2025,5.983
11,10,1.0,2026,5.983
11,10,1.0,2027,5.983
11,10,1.0,2028,5.983
11,10,1.0,2029,5.983
11,10,1.0,2030,5.983
11,10,1.0,2031,5.983
11,10,1.0,2032,5.983
11,10,1.0,2033,5.983
11,10,1.0,2034,5.983
11,10,1.0,2035,5.983
11,10,1.0,2036,5.983
11,10,1.0,2037,5.983
11,10,1.0,2038,5.983
11,10,1.0,2039,5.983
11,10,1.0,2040,5.983
11,10,1.0,2041,5.983
11,10,1.0,2042,5.983
11,10,1.0,2043,5.983
11,10,1.0,2044,5.983
11,10,1.0,2045,5.983
11,10,1.0,2046,5.983
11,10,1.0,2047,5.983
11,10,1.0,2048,5.983
11,10,1.0,2049,5.983
11,10,1.0,2050,5.983
11,10,2.0,2023,5.982999
11,10,2.0,2024,5.982999
11,10,2.0,2025,5.982999
11,10,2.0,2026,5.982999
11,10,2.0,2027,5.982999
11,10,2.0,2028,5.982999
11,10,2.0,2029,5.982999
11,10,2.0,2030,5.982999
11,10,2.0,2031,5.982999
11,10,2.0,2032,5.982999
11,10,2.0,2033,5.982999
11,10,2.0,2034,5.982999
11,10,2.0,2035,5.982999
11,10,2.0,2036,5.982999
11,10,2.0,2037,5.982999
11,10,2.0,2038,5.982999
11,10,2.0,2039,5.982999
11,10,2.0,2040,5.982999
11,10,2.0,2041,5.982999
11,10,2.0,2042,5.982999
11,10,2.0,2043,5.982999
11,10,2.0,2044,5.982999
11,10,2.0,2045,5.982999
11,10,2.0,2046,5.982999
11,10,2.0,2047,5.982999
11,10,2.0,2048,5.982999
11,10,2.0,2049,5.982999
11,10,2.0,2050,5.982999
11,10,3.0,2023,5.982999
11,10,3.0,2024,5.982999
11,10,3.0,2025,5.982999
11,10,3.0,2026,5.982999
11,10,3.0,2027,5.982999
11,10,3.0,2028,5.982999
11,10,3.0,2029,5.982999
11,10,3.0,2030,5.982999
11,10,3.0,2031,5.982999
11,10,3.0,2032,5.982999
11,10,3.0,2033,5.982999
11,10,3.0,2034,5.982999
11,10,3.0,2035,5.982999
11,10,3.0,2036,5.982999
11,10,3.0,2037,5.982999
11,10,3.0,2038,5.982999
11,10,3.0,2039,5.982999
11,10,3.0,2040,5.982999
11,10,3.0,2041,5.982999
11,10,3.0,2042,5.982999
11,10,3.0,2043,5.982999
11,10,3.0,2044,5.982999
11,10,3.0,2045,5.982999
11,10,3.0,2046,5.982999
11,10,3.0,2047,5.982999
11,10,3.0,2048,5.982999
11,10,3.0,2049,5.982999
11,10,3.0,2050,5.982999
11,13,1.0,2023,4.098
11,13,1.0,2024,4.098
11,13,1.0,2025,4.098
11,13,1.0,2026,4.098
11,13,1.0,2027,4.098
11,13,1.0,2028,4.098
11,13,1.0,2029,4.098
11,13,1.0,2030,4.098
11,13,1.0,2031,4.098
11,13,1.0,2032,4.098
11,13,1.0,2033,4.098
11,13,1.0,2034,4.098
11,13,1.0,2035,4.098
11,13,1.0,2036,4.098
11,13,1.0,2037,4.098
11,13,1.0,2038,4.098
11,13,1.0,2039,4.098
11,13,1.0,2040,4.098
11,13,1.0,2041,4.098
11,13,1.0,2042,4.098
11,13,1.0,2043,4.098
11,13,1.0,2044,4.098
11,13,1.0,2045,4.098
11,13,1.0,2046,4.098
11,13,1.0,2047,4.098
11,13,1.0,2048,4.098
11,13,1.0,2049,4.098
11,13,1.0,2050,4.098
11,13,2.0,2023,4.098
11,13,2.0,2024,4.098
11,13,2.0,2025,4.098
11,13,2.0,2026,4.098
11,13,2.0,2027,4.098
11,13,2.0,2028,4.098
11,13,2.0,2029,4.098
11,13,2.0,2030,4.098
11,13,2.0,2031,4.098
11,13,2.0,2032,4.098
11,13,2.0,2033,4.098
11,13,2.0,2034,4.098
11,13,2.0,2035,4.098
11,13,2.0,2036,4.098
11,13,2.0,2037,4.098
11,13,2.0,2038,4.098
11,13,2.0,2039,4.098
11,13,2.0,2040,4.098
11,13,2.0,2041,4.098
11,13,2.0,2042,4.098
11,13,2.0,2043,4.098
11,13,2.0,2044,4.098
11,13,2.0,2045,4.098
11,13,2.0,2046,4.098
11,13,2.0,2047,4.098
11,13,2.0,2048,4.098
11,13,2.0,2049,4.098
11,13,2.0,2050,4.098
11,13,3.0,2023,4.098
11,13,3.0,2024,4.098
11,13,3.0,2025,4.098
11,13,3.0,2026,4.098
11,13,3.0,2027,4.098
11,13,3.0,2028,4.098
11,13,3.0,2029,4.098
11,13,3.0,2030,4.098
11,13,3.0,2031,4.098
11,13,3.0,2032,4.098
11,13,3.0,2033,4.098
11,13,3.0,2034,4.098
11,13,3.0,2035,4.098
11,13,3.0,2036,4.098
11,13,3.0,2037,4.098
11,13,3.0,2038,4.098
11,13,3.0,2039,4.098
11,13,3.0,2040,4.098
11,13,3.0,2041,4.098
11,13,3.0,2042,4.098
11,13,3.0,2043,4.098
11,13,3.0,2044,4.098
11,13,3.0,2045,4.098
11,13,3.0,2046,4.098
11,13,3.0,2047,4.098
11,13,3.0,2048,4.098
11,13,3.0,2049,4.098
11,13,3.0,2050,4.098
11,14,1.0,2023,0.902
11,14,1.0,2024,0.902
11,14,1.0,2025,0.902
11,14,1.0,2026,0.902
11,14,1.0,2027,0.902
11,14,1.0,2028,0.902
11,14,1.0,2029,0.902
11,14,1.0,2030,0.902
11,14,1.0,2031,0.902
11,14,1.0,2032,0.902
11,14,1.0,2033,0.902
11,14,1.0,2034,0.902
11,14,1.0,2035,0.902
11,14,1.0,2036,0.902
11,14,1.0,2037,0.902
11,14,1.0,2038,0.902
11,14,1.0,2039,0.902
11,14,1.0,2040,0.902
11,14,1.0,2041,0.902
11,14,1.0,2042,0.902
11,14,1.0,2043,0.902
11,14,1.0,2044,0.902
11,14,1.0,2045,0.902
11,14,1.0,2046,0.902
11,14,1.0,2047,0.902
11,14,1.0,2048,0.902
11,14,1.0,2049,0.902
11,14,1.0,2050,0.902
11,14,2.0,2023,0.902
11,14,2.0,2024,0.902
11,14,2.0,2025,0.902
11,14,2.0,2026,0.902
11,14,2.0,2027,0.902
11,14,2.0,2028,0.902
11,14,2.0,2029,0.902
11,14,2.0,2030,0.902
11,14,2.0,2031,0.902
11,14,2.0,2032,0.902
11,14,2.0,2033,0.902
11,14,2.0,2034,0.902
11,14,2.0,2035,0.902
11,14,2.0,2036,0.902
11,14,2.0,2037,0.902
11,14,2.0,2038,0.902
11,14,2.0,2039,0.902
11,14,2.0,2040,0.902
11,14,2.0,2041,0.902
11,14,2.0,2042,0.902
11,14,2.0,2043,0.902
11,14,2.0,2044,0.902
11,14,2.0,2045,0.902
11,14,2.0,2046,0.902
11,14,2.0,2047,0.902
11,14,2.0,2048,0.902
11,14,2.0,2049,0.902
11,14,2.0,2050,0.902
11,14,3.0,2023,0.902
11,14,3.0,2024,0.902
11,14,3.0,2025,0.902
11,14,3.0,2026,0.902
11,14,3.0,2027,0.902
11,14,3.0,2028,0.902
11,14,3.0,2029,0.902
11,14,3.0,2030,0.902
11,14,3.0,2031,0.902
11,14,3.0,2032,0.902
11,14,3.0,2033,0.902
11,14,3.0,2034,0.902
11,14,3.0,2035,0.902
11,14,3.0,2036,0.902
11,14,3.0,2037,0.902
11,14,3.0,2038,0.902
11,14,3.0,2039,0.902
11,14,3.0,2040,0.902
11,14,3.0,2041,0.902
11,14,3.0,2042,0.902
11,14,3.0,2043,0.902
11,14,3.0,2044,0.902
11,14,3.0,2045,0.902
11,14,3.0,2046,0.902
11,14,3.0,2047,0.902
11,14,3.0,2048,0.902
11,14,3.0,2049,0.902
11,14,3.0,2050,0.902
11,16,1.0,2023,1.816
11,16,1.0,2024,1.816
11,16,1.0,2025,1.816
11,16,1.0,2026,1.816
11,16,1.0,2027,1.816
11,16,1.0,2028,1.816
11,16,1.0,2029,1.816
11,16,1.0,2030,1.816
11,16,1.0,2031,1.816
11,16,1.0,2032,1.816
11,16,1.0,2033,1.816
11,16,1.0,2034,1.816
11,16,1.0,2035,1.816
11,16,1.0,2036,1.816
11,16,1.0,2037,1.816
11,16,1.0,2038,1.816
11,16,1.0,2039,1.816
11,16,1.0,2040,1.816
11,16,1.0,2041,1.816
11,16,1.0,2042,1.816
11,16,1.0,2043,1.816
11,16,1.0,2044,1.816
11,16,1.0,2045,1.816
11,16,1.0,2046,1.816
11,16,1.0,2047,1.816
11,16,1.0,2048,1.816
11,16,1.0,2049,1.816
11,16,1.0,2050,1.816
11,16,2.0,2023,1.816
11,16,2.0,2024,1.816
11,16,2.0,2025,1.816
11,16,2.0,2026,1.816
11,16,2.0,2027,1.816
11,16,2.0,2028,1.816
11,16,2.0,2029,1.816
11,16,2.0,2030,1.816
11,16,2.0,2031,1.816
11,16,2.0,2032,1.816
11,16,2.0,2033,1.816
11,16,2.0,2034,1.816
11,16,2.0,2035,1.816
11,16,2.0,2036,1.816
11,16,2.0,2037,1.816
11,16,2.0,2038,1.816
11,16,2.0,2039,1.816
11,16,2.0,2040,1.816
11,16,2.0,2041,1.816
11,16,2.0,2042,1.816
11,16,2.0,2043,1.816
11,16,2.0,2044,1.816
11,16,2.0,2045,1.816
11,16,2.0,2046,1.816
11,16,2.0,2047,1.816
11,16,2.0,2048,1.816
11,16,2.0,2049,1.816
11,16,2.0,2050,1.816
11,16,3.0,2023,1.816
11,16,3.0,2024,1.816
11,16,3.0,2025,1.816
11,16,3.0,2026,1.816
11,16,3.0,2027,1.816
11,16,3.0,2028,1.816
11,16,3.0,2029,1.816
11,16,3.0,2030,1.816
11,16,3.0,2031,1.816
11,16,3.0,2032,1.816
11,16,3.0,2033,1.816
11,16,3.0,2034,1.816
11,16,3.0,2035,1.816
11,16,3.0,2036,1.816
11,16,3.0,2037,1.816
11,16,3.0,2038,1.816
11,16,3.0,2039,1.816
11,16,3.0,2040,1.816
11,16,3.0,2041,1.816
11,16,3.0,2042,1.816
11,16,3.0,2043,1.816
11,16,3.0,2044,1.816
11,16,3.0,2045,1.816
11,16,3.0,2046,1.816
11,16,3.0,2047,1.816
11,16,3.0,2048,1.816
11,16,3.0,2049,1.816
11,16,3.0,2050,1.816
12,3,1.0,2023,2.006
12,3,1.0,2024,2.006
12,3,1.0,2025,2.006
12,3,1.0,2026,2.006
12,3,1.0,2027,2.006
12,3,1.0,2028,2.006
12,3,1.0,2029,2.006
12,3,1.0,2030,2.006
12,3,1.0,2031,2.006
12,3,1.0,2032,2.006
12,3,1.0,2033,2.006
12,3,1.0,2034,2.006
12,3,1.0,2035,2.006
12,3,1.0,2036,2.006
12,3,1.0,2037,2.006
12,3,1.0,2038,2.006
12,3,1.0,2039,2.006
12,3,1.0,2040,2.006
12,3,1.0,2041,2.006
12,3,1.0,2042,2.006
12,3,1.0,2043,2.006
12,3,1.0,2044,2.006
12,3,1.0,2045,2.006
12,3,1.0,2046,2.006
12,3,1.0,2047,2.006
12,3,1.0,2048,2.006
12,3,1.0,2049,2.006
12,3,1.0,2050,2.006
12,3,2.0,2023,2.006
12,3,2.0,2024,2.006
12,3,2.0,2025,2.006
12,3,2.0,2026,2.006
12,3,2.0,2027,2.006
12,3,2.0,2028,2.006
12,3,2.0,2029,2.006
12,3,2.0,2030,2.006
12,3,2.0,2031,2.006
12,3,2.0,2032,2.006
12,3,2.0,2033,2.006
12,3,2.0,2034,2.006
12,3,2.0,2035,2.006
12,3,2.0,2036,2.006
12,3,2.0,2037,2.006
12,3,2.0,2038,2.006
12,3,2.0,2039,2.006
12,3,2.0,2040,2.006
12,3,2.0,2041,2.006
12,3,2.0,2042,2.006
12,3,2.0,2043,2.006
12,3,2.0,2044,2.006
12,3,2.0,2045,2.006
12,3,2.0,2046,2.006
12,3,2.0,2047,2.006
12,3,2.0,2048,2.006
12,3,2.0,2049,2.006
12,3,2.0,2050,2.006
12,3,3.0,2023,2.006
12,3,3.0,2024,2.006
12,3,3.0,2025,2.006
12,3,3.0,2026,2.006
12,3,3.0,2027,2.006
12,3,3.0,2028,2.006
12,3,3.0,2029,2.006
12,3,3.0,2030,2.006
12,3,3.0,2031,2.006
12,3,3.0,2032,2.006
12,3,3.0,2033,2.006
12,3,3.0,2034,2.006
12,3,3.0,2035,2.006
12,3,3.0,2036,2.006
12,3,3.0,2037,2.006
12,3,3.0,2038,2.006
12,3,3.0,2039,2.006
12,3,3.0,2040,2.006
12,3,3.0,2041,2.006
12,3,3.0,2042,2.006
12,3,3.0,2043,2.006
12,3,3.0,2044,2.006
12,3,3.0,2045,2.006
12,3,3.0,2046,2.006
12,3,3.0,2047,2.006
12,3,3.0,2048,2.006
12,3,3.0,2049,2.006
12,3,3.0,2050,2.006
12,4,1.0,2023,8.746
12,4,1.0,2024,8.746
12,4,1.0,2025,8.746
12,4,1.0,2026,8.746
12,4,1.0,2027,8.746
12,4,1.0,2028,8.746
12,4,1.0,2029,8.746
12,4,1.0,2030,8.746
12,4,1.0,2031,8.746
12,4,1.0,2032,8.746
12,4,1.0,2033,8.746
12,4,1.0,2034,8.746
12,4,1.0,2035,8.746
12,4,1.0,2036,8.746
12,4,1.0,2037,8.746
12,4,1.0,2038,8.746
12,4,1.0,2039,8.746
12,4,1.0,2040,8.746
12,4,1.0,2041,8.746
12,4,1.0,2042,8.746
12,4,1.0,2043,8.746
12,4,1.0,2044,8.746
12,4,1.0,2045,8.746
12,4,1.0,2046,8.746
12,4,1.0,2047,8.746
12,4,1.0,2048,8.746
12,4,1.0,2049,8.746
12,4,1.0,2050,8.746
12,4,2.0,2023,8.746
12,4,2.0,2024,8.746
12,4,2.0,2025,8.746
12,4,2.0,2026,8.746
12,4,2.0,2027,8.746
12,4,2.0,2028,8.746
12,4,2.0,2029,8.746
12,4,2.0,2030,8.746
12,4,2.0,2031,8.746
12,4,2.0,2032,8.746
12,4,2.0,2033,8.746
12,4,2.0,2034,8.746
12,4,2.0,2035,8.746
12,4,2.0,2036,8.746
12,4,2.0,2037,8.746
12,4,2.0,2038,8.746
12,4,2.0,2039,8.746
12,4,2.0,2040,8.746
12,4,2.0,2041,8.746
12,4,2.0,2042,8.746
12,4,2.0,2043,8.746
12,4,2.0,2044,8.746
12,4,2.0,2045,8.746
12,4,2.0,2046,8.746
12,4,2.0,2047,8.746
12,4,2.0,2048,8.746
12,4,2.0,2049,8.746
12,4,2.0,2050,8.746
12,4,3.0,2023,8.746
12,4,3.0,2024,8.746
12,4,3.0,2025,8.746
12,4,3.0,2026,8.746
12,4,3.0,2027,8.746
12,4,3.0,2028,8.746
12,4,3.0,2029,8.746
12,4,3.0,2030,8.746
12,4,3.0,2031,8.746
12,4,3.0,2032,8.746
12,4,3.0,2033,8.746
12,4,3.0,2034,8.746
12,4,3.0,2035,8.746
12,4,3.0,2036,8.746
12,4,3.0,2037,8.746
12,4,3.0,2038,8.746
12,4,3.0,2039,8.746
12,4,3.0,2040,8.746
12,4,3.0,2041,8.746
12,4,3.0,2042,8.746
12,4,3.0,2043,8.746
12,4,3.0,2044,8.746
12,4,3.0,2045,8.746
12,4,3.0,2046,8.746
12,4,3.0,2047,8.746
12,4,3.0,2048,8.746
12,4,3.0,2049,8.746
12,4,3.0,2050,8.746
13,10,1.0,2023,3.9
13,10,1.0,2024,3.9
13,10,1.0,2025,3.9
13,10,1.0,2026,3.9
13,10,1.0,2027,3.9
13,10,1.0,2028,3.9
13,10,1.0,2029,3.9
13,10,1.0,2030,3.9
13,10,1.0,2031,3.9
13,10,1.0,2032,3.9
13,10,1.0,2033,3.9
13,10,1.0,2034,3.9
13,10,1.0,2035,3.9
13,10,1.0,2036,3.9
13,10,1.0,2037,3.9
13,10,1.0,2038,3.9
13,10,1.0,2039,3.9
13,10,1.0,2040,3.9
13,10,1.0,2041,3.9
13,10,1.0,2042,3.9
13,10,1.0,2043,3.9
13,10,1.0,2044,3.9
13,10,1.0,2045,3.9
13,10,1.0,2046,3.9
13,10,1.0,2047,3.9
13,10,1.0,2048,3.9
13,10,1.0,2049,3.9
13,10,1.0,2050,3.9
13,10,2.0,2023,3.9
13,10,2.0,2024,3.9
13,10,2.0,2025,3.9
13,10,2.0,2026,3.9
13,10,2.0,2027,3.9
13,10,2.0,2028,3.9
13,10,2.0,2029,3.9
13,10,2.0,2030,3.9
13,10,2.0,2031,3.9
13,10,2.0,2032,3.9
13,10,2.0,2033,3.9
13,10,2.0,2034,3.9
13,10,2.0,2035,3.9
13,10,2.0,2036,3.9
13,10,2.0,2037,3.9
13,10,2.0,2038,3.9
13,10,2.0,2039,3.9
13,10,2.0,2040,3.9
13,10,2.0,2041,3.9
13,10,2.0,2042,3.9
13,10,2.0,2043,3.9
13,10,2.0,2044,3.9
13,10,2.0,2045,3.9
13,10,2.0,2046,3.9
13,10,2.0,2047,3.9
13,10,2.0,2048,3.9
13,10,2.0,2049,3.9
13,10,2.0,2050,3.9
13,10,3.0,2023,3.9
13,10,3.0,2024,3.9
13,10,3.0,2025,3.9
13,10,3.0,2026,3.9
13,10,3.0,2027,3.9
13,10,3.0,2028,3.9
13,10,3.0,2029,3.9
13,10,3.0,2030,3.9
13,10,3.0,2031,3.9
13,10,3.0,2032,3.9
13,10,3.0,2033,3.9
13,10,3.0,2034,3.9
13,10,3.0,2035,3.9
13,10,3.0,2036,3.9
13,10,3.0,2037,3.9
